year,sex,profession,income,age,net_worth,happiness
30,M,civil servant,7070.69,47,67532.34,102.23
30,F,fisher,4413.31,65,56671.16,101.57
30,F,craftsman,4192.31,38,35376.00,101.33
30,M,service provider,9330.21,61,97450.05,102.71
30,F,unemployed,-175.17,67,-6436.11,80.04
30,M,fisher,4053.63,60,50809.18,101.39
30,M,civil servant,9396.65,58,91804.61,102.68
30,X,fisher,2206.92,41,11318.16,100.18
30,F,homemaker,19.78,33,482.36,100.04
30,F,civil servant,9857.77,61,97104.02,102.75
30,M,service provider,9141.26,56,88123.98,102.63
30,M,fisher,2023.27,34,20238.62,99.98
30,M,farmer,1814.42,33,12901.22,98.98
30,M,farmer,2153.31,39,15808.02,99.45
30,M,fisher,4967.63,66,59258.49,101.72
30,F,fisher,3124.78,49,38339.89,100.91
30,F,craftsman,4345.31,37,33778.42,101.33
30,M,civil servant,11418.58,69,115774.91,103.03
30,F,homemaker,-106.78,44,-5940.65,100.04
30,M,craftsman,8149.09,63,81542.62,102.46
30,M,civil servant,9481.04,59,93377.34,102.70
30,F,craftsman,6976.83,58,71990.34,102.26
30,F,unemployed,-163.73,49,-7683.82,80.04
30,M,farmer,3532.79,69,8898.45,100.50
30,M,homemaker,-90.41,43,-5333.63,100.04
30,M,fisher,2253.65,43,10925.39,100.24
30,F,service provider,6005.57,40,48159.23,101.91
30,X,homemaker,-64.22,41,-4183.93,100.04
30,M,homemaker,9.69,34,-153.38,100.04
30,M,fisher,1842.14,30,16960.72,99.71
30,M,fisher,4048.23,59,50024.24,101.38
30,F,craftsman,9181.44,68,90957.48,102.65
30,M,craftsman,5600.19,48,55551.31,101.85
30,M,farmer,2436.68,45,19007.22,99.87
30,M,farmer,3471.77,59,29022.00,100.63
30,F,retired,-171.96,70,-6178.13,99.73
30,F,retired,995.47,72,29176.62,107.34
30,X,service provider,8520.19,57,87829.66,102.55
30,F,farmer,4125.37,65,33622.52,100.96
30,X,retired,2210.63,72,70612.86,110.05
30,M,unemployed,9.69,34,-128.31,80.04
30,F,farmer,2257.98,40,16249.77,99.63
30,M,fisher,3257.13,49,38331.37,100.94
30,M,farmer,3923.41,66,33974.23,100.93
30,M,civil servant,7193.15,48,69952.61,102.25
30,X,farmer,2073.22,38,15227.34,99.43
30,M,farmer,3606.11,62,31308.74,100.78
30,F,service provider,10184.61,62,100407.64,102.84
30,X,craftsman,4028.37,35,30168.94,101.21
30,F,homemaker,29.42,32,1068.32,100.04
30,F,farmer,3430.89,58,28453.67,100.62
30,M,homemaker,-167.15,50,-7641.85,100.04
30,M,craftsman,5622.99,46,51660.27,101.81
30,X,farmer,2000.75,35,12398.49,99.22
30,F,craftsman,8753.42,67,87638.64,102.56
30,F,farmer,2606.65,47,20863.47,100.05
30,M,craftsman,3603.76,32,25576.97,101.02
30,M,unemployed,-176.29,60,-6966.90,80.04
30,F,fisher,2589.10,41,28544.23,100.50
30,M,fisher,4796.31,68,60711.77,101.72
30,M,retired,2469.97,71,73265.28,110.19
30,F,homemaker,-171.27,61,-6909.92,100.04
30,M,craftsman,4003.46,35,30114.36,101.20
30,F,civil servant,7713.88,52,78755.51,102.40
30,F,craftsman,6400.02,51,60718.80,102.03
30,M,retired,2792.11,73,88599.45,110.57
30,F,craftsman,5998.08,51,60375.53,101.98
30,M,homemaker,-161.62,48,-7765.21,100.04
30,M,craftsman,8192.10,65,85315.43,102.51
30,F,service provider,9102.87,59,92783.20,102.67
30,M,farmer,2753.03,50,22930.67,100.21
30,M,service provider,7726.68,51,76506.00,102.37
30,M,service provider,8810.03,56,86736.70,102.59
30,M,homemaker,-162.54,63,-6741.83,100.04
30,X,retired,-171.14,72,-5975.87,99.96
30,M,civil servant,10393.49,65,105964.34,102.88
30,M,farmer,3376.12,56,27102.37,100.58
30,M,service provider,6238.84,42,53559.68,102.01
30,F,craftsman,6116.77,53,40451.27,101.98
30,M,fisher,2657.95,43,30635.91,100.60
30,F,unemployed,-174.08,65,-6598.99,80.04
30,F,farmer,3541.86,58,28251.30,100.63
30,F,fisher,2141.29,37,23130.01,100.15
30,M,service provider,6854.23,45,61446.92,102.12
30,F,farmer,2219.59,40,16303.53,99.62
30,F,farmer,3778.56,65,32932.42,100.84
30,M,farmer,3809.73,65,33034.43,100.86
30,M,farmer,1925.83,36,14512.81,99.25
30,M,civil servant,9237.07,59,93681.59,102.67
30,F,craftsman,3886.77,37,17908.88,101.17
30,M,farmer,3807.93,62,31516.39,100.80
30,M,fisher,4297.33,63,54302.01,101.51
30,F,homemaker,-157.55,47,-7791.42,100.04
30,M,craftsman,5423.25,45,49435.23,101.77
30,M,fisher,4841.52,65,57474.69,101.68
30,M,farmer,3163.82,54,25790.35,100.42
30,F,service provider,10517.76,63,101814.04,102.86
30,F,homemaker,-155.79,47,-7794.96,100.04
30,M,craftsman,7274.04,56,68951.88,102.23
30,M,civil servant,9093.82,63,63511.58,102.65
30,F,homemaker,-153.44,48,-7739.19,100.04
30,F,homemaker,-156.94,49,-7685.17,100.04
30,F,civil servant,11364.25,68,115271.11,103.01
30,M,craftsman,7876.04,61,77502.47,102.40
30,M,fisher,2299.83,39,25792.55,100.29
30,M,unemployed,-170.54,65,-6613.53,80.04
30,F,homemaker,-157.09,52,-7524.22,100.04
30,F,homemaker,-176.86,65,-6609.27,100.04
30,F,service provider,10497.77,65,106742.67,102.88
30,F,homemaker,-165.70,59,-7045.49,100.04
30,M,service provider,7659.28,50,74366.28,102.35
30,M,farmer,2454.26,42,17320.28,99.78
30,M,retired,934.01,75,26483.12,106.90
30,F,civil servant,10721.60,67,109777.86,102.92
30,F,fisher,2926.23,45,33656.82,100.75
30,F,farmer,1782.10,32,12598.54,98.88
30,X,fisher,3546.47,55,45038.38,101.17
30,F,retired,-172.77,73,-5924.99,100.00
30,F,farmer,3594.93,62,31441.92,100.75
30,M,fisher,1806.61,32,19040.53,99.80
30,F,fisher,4445.08,62,53029.83,101.51
30,F,civil servant,11654.98,68,115254.26,103.03
30,M,fisher,3409.62,58,26769.69,101.05
30,F,homemaker,-169.14,64,-6678.44,100.04
30,M,homemaker,-170.50,59,-7020.03,100.04
30,F,fisher,3883.08,56,46868.22,101.31
30,M,retired,924.07,72,29429.33,107.12
30,F,fisher,2364.23,40,26965.66,100.39
30,M,farmer,3716.60,60,30007.69,100.73
30,F,service provider,8166.34,52,77785.66,102.46
30,X,craftsman,5733.63,54,21123.17,101.81
30,M,homemaker,-160.03,50,-7635.88,100.04
30,F,unemployed,27.00,32,1064.96,80.04
30,F,craftsman,3833.07,34,28709.13,101.14
30,M,unemployed,-160.99,58,-7100.53,80.04
30,M,unemployed,-11.65,36,-1416.61,80.04
30,M,craftsman,7323.90,58,73020.19,102.31
30,M,homemaker,29.25,32,1075.13,100.04
30,M,unemployed,-150.04,49,-7658.09,80.04
30,F,homemaker,-164.63,54,-7402.31,100.04
30,M,service provider,5742.05,39,45827.14,101.83
30,F,craftsman,7953.43,64,82592.45,102.43
30,F,fisher,4858.43,66,58635.06,101.69
30,F,fisher,2418.53,41,28305.43,100.43
30,F,service provider,4720.85,35,35920.68,101.53
30,M,retired,-169.39,70,-6212.39,99.73
30,F,fisher,2889.81,45,33780.17,100.74
30,M,farmer,2087.00,39,15721.50,99.47
30,F,unemployed,-173.12,59,-7049.83,80.04
30,F,civil servant,6803.01,46,64684.30,102.19
30,M,service provider,6954.59,46,64805.94,102.19
30,M,fisher,1846.16,30,17030.17,99.74
30,M,civil servant,5638.25,40,48465.80,101.84
30,M,homemaker,-159.69,58,-7087.91,100.04
30,F,farmer,2866.34,52,24230.68,100.26
30,F,craftsman,6769.77,57,70279.80,102.18
30,M,service provider,7035.95,46,64569.94,102.17
30,M,civil servant,5791.11,42,53157.68,101.93
30,M,service provider,8370.79,55,84843.04,102.54
30,M,unemployed,-174.35,61,-6909.97,80.04
30,F,farmer,2619.43,45,19197.67,99.97
30,F,civil servant,10463.31,67,108794.27,102.90
30,M,fisher,5083.91,67,59823.45,101.74
30,M,service provider,7089.26,49,71658.46,102.28
30,F,retired,2915.66,72,89159.80,110.57
30,F,craftsman,5551.21,47,54127.22,101.84
30,M,service provider,11021.74,66,108616.63,102.94
30,F,fisher,1972.27,33,19757.35,99.95
30,M,craftsman,9572.33,69,92307.10,102.70
30,F,homemaker,-166.37,62,-6798.13,100.04
30,F,homemaker,-158.72,48,-7741.64,100.04
30,M,service provider,11413.53,69,115221.49,103.01
30,M,service provider,7085.91,52,48992.56,102.24
30,M,retired,2279.74,71,73276.68,110.05
30,M,retired,839.62,70,27142.60,106.29
30,F,retired,-167.20,74,-5818.97,100.04
30,M,retired,965.66,72,29334.62,107.28
30,F,retired,946.01,72,29832.49,107.25
30,M,fisher,3369.04,50,39491.19,100.97
30,F,service provider,8918.30,58,91256.62,102.65
30,M,service provider,10492.26,67,111282.08,102.93
30,F,fisher,2059.43,35,21620.94,100.03
30,M,unemployed,-150.38,49,-7676.07,80.04
30,M,farmer,2276.15,41,16560.79,99.65
30,F,farmer,2021.30,38,15273.31,99.42
30,F,farmer,3990.54,65,33342.01,100.94
30,M,fisher,4309.12,64,55117.42,101.51
30,F,craftsman,5334.91,46,51693.95,101.76
30,X,craftsman,7544.97,61,76994.22,102.33
30,F,fisher,3030.05,52,26932.49,100.87
30,F,craftsman,4125.20,37,33471.36,101.27
30,F,service provider,5474.44,39,45533.38,101.78
30,M,service provider,8147.26,53,80472.96,102.47
30,F,fisher,1764.57,30,16977.77,99.66
30,F,unemployed,-168.96,64,-6665.78,80.04
30,F,fisher,3126.18,59,14384.96,100.88
30,M,retired,2197.69,73,68916.44,110.07
30,M,farmer,3995.71,67,34773.00,100.96
30,F,homemaker,-22.29,37,-2006.63,100.04
30,M,civil servant,6732.40,45,61317.71,102.11
30,M,homemaker,37.04,31,1724.94,100.04
30,F,farmer,4142.56,66,34086.16,100.97
30,M,homemaker,-107.15,44,-5987.68,100.04
30,F,farmer,1809.42,34,13357.87,99.04
30,M,homemaker,-161.43,49,-7705.52,100.04
30,F,farmer,3324.09,56,26747.32,100.49
30,F,civil servant,5309.91,39,45821.17,101.79
30,F,homemaker,-152.77,49,-7667.43,100.04
30,F,homemaker,-168.57,62,-6819.79,100.04
30,M,civil servant,5237.63,36,38646.54,101.69
30,M,homemaker,-34.27,38,-2603.92,100.04
30,F,fisher,4127.81,59,50337.06,101.40
30,F,retired,2739.05,73,87163.34,110.52
30,F,farmer,3399.06,57,27569.22,100.55
30,F,civil servant,5593.57,40,37447.69,101.83
30,M,craftsman,7269.27,56,69367.79,102.22
30,M,homemaker,-12.29,36,-1409.23,100.04
30,M,craftsman,7515.53,61,77624.16,102.36
30,M,service provider,6800.88,56,24739.30,102.17
30,F,homemaker,27.58,32,1067.72,100.04
30,M,farmer,3016.03,54,25916.30,100.40
30,M,homemaker,-162.63,58,-7146.76,100.04
30,M,civil servant,3970.03,29,25004.00,101.19
30,M,service provider,4148.69,29,25144.25,101.25
30,M,craftsman,3112.66,29,21490.95,100.78
30,F,farmer,1646.12,29,11963.43,98.63
30,F,homemaker,52.04,29,2857.39,100.04
30,M,craftsman,3072.32,29,21344.74,100.76
30,F,homemaker,60.29,28,3507.70,100.03
30,M,farmer,1546.95,28,11609.91,98.44
30,F,fisher,1696.43,28,15385.41,99.50
30,M,civil servant,3754.04,28,23632.58,101.14
30,F,homemaker,69.05,27,4118.51,100.03
30,F,craftsman,3012.22,27,18981.75,100.64
30,M,service provider,3907.68,27,22471.96,101.14
30,M,service provider,3613.98,26,20635.24,101.01
30,M,homemaker,70.50,26,4665.64,100.02
30,F,homemaker,79.27,25,5300.87,100.00
30,M,farmer,1436.74,25,10741.01,97.97
30,F,service provider,3325.58,25,19207.45,100.86
30,F,farmer,1350.55,24,10454.75,97.87
30,F,farmer,1334.97,24,10449.24,97.80
30,M,craftsman,2582.34,24,15982.02,100.37
30,X,craftsman,2645.46,23,14885.59,100.34
30,F,unemployed,86.27,23,6386.85,80.31
30,F,farmer,1310.94,23,10646.67,97.71
30,F,civil servant,2990.35,22,15366.08,100.65
30,M,unemployed,89.93,22,6991.08,80.62
30,M,craftsman,2536.88,22,14078.25,100.28
30,M,service provider,3034.33,21,14171.02,100.60
30,F,craftsman,2372.33,21,13159.58,100.17
30,F,farmer,1199.36,21,10353.12,97.26
30,F,fisher,1222.00,21,11474.49,98.67
30,F,farmer,1184.81,20,10299.08,97.42
30,M,farmer,1220.43,20,10327.93,97.60
30,F,fisher,1187.34,20,11111.86,98.71
30,M,homemaker,97.17,20,8125.38,100.00
30,F,fisher,1152.02,19,10399.60,98.57
30,M,homemaker,95.24,19,8770.09,100.00
30,F,unemployed,96.25,19,8778.05,85.00
30,F,service provider,2796.98,19,12051.22,100.41
30,F,fisher,1141.08,18,10205.95,99.04
30,M,homemaker,97.92,18,9368.74,100.00
30,M,unemployed,98.90,18,9369.72,90.00
30,F,farmer,1127.53,18,10199.18,99.02
30,M,child,0.00,17,10000.00,100.00
30,M,child,0.00,17,10000.00,100.00
30,M,child,0.00,17,10000.00,100.00
30,F,child,0.00,17,10000.00,100.00
30,X,child,0.00,17,10000.00,100.00
30,M,child,0.00,17,10000.00,100.00
30,F,child,0.00,16,10000.00,100.00
30,F,child,0.00,16,10000.00,100.00
30,M,child,0.00,16,10000.00,100.00
30,F,child,0.00,16,10000.00,100.00
30,M,child,0.00,16,10000.00,100.00
30,M,child,0.00,16,10000.00,100.00
30,F,child,0.00,15,10000.00,100.00
30,F,child,0.00,15,10000.00,100.00
30,M,child,0.00,15,10000.00,100.00
30,F,child,0.00,15,10000.00,100.00
30,X,child,0.00,15,10000.00,100.00
30,F,child,0.00,15,10000.00,100.00
30,F,child,0.00,15,10000.00,100.00
30,M,child,0.00,15,10000.00,100.00
30,F,child,0.00,14,10000.00,100.00
30,M,child,0.00,14,10000.00,100.00
30,F,child,0.00,14,10000.00,100.00
30,X,child,0.00,14,10000.00,100.00
30,M,child,0.00,14,10000.00,100.00
30,F,child,0.00,14,10000.00,100.00
30,F,child,0.00,14,10000.00,100.00
30,M,child,0.00,14,10000.00,100.00
30,F,child,0.00,14,10000.00,100.00
30,F,child,0.00,13,10000.00,100.00
30,M,child,0.00,13,10000.00,100.00
30,M,child,0.00,13,10000.00,100.00
30,F,child,0.00,13,10000.00,100.00
30,M,child,0.00,13,10000.00,100.00
30,M,child,0.00,13,10000.00,100.00
30,M,child,0.00,13,10000.00,100.00
30,F,child,0.00,13,10000.00,100.00
30,F,child,0.00,12,10000.00,100.00
30,F,child,0.00,12,10000.00,100.00
30,F,child,0.00,12,10000.00,100.00
30,M,child,0.00,12,10000.00,100.00
30,F,child,0.00,12,10000.00,100.00
30,M,child,0.00,12,10000.00,100.00
30,F,child,0.00,12,10000.00,100.00
30,M,child,0.00,12,10000.00,100.00
30,M,child,0.00,12,10000.00,100.00
30,F,child,0.00,11,10000.00,100.00
30,M,child,0.00,11,10000.00,100.00
30,F,child,0.00,11,10000.00,100.00
30,M,child,0.00,11,10000.00,100.00
30,M,child,0.00,11,10000.00,100.00
30,F,child,0.00,11,10000.00,100.00
30,M,child,0.00,11,10000.00,100.00
30,F,child,0.00,11,10000.00,100.00
30,M,child,0.00,10,10000.00,100.00
30,F,child,0.00,10,10000.00,100.00
30,M,child,0.00,10,10000.00,100.00
30,M,child,0.00,10,10000.00,100.00
30,M,child,0.00,10,10000.00,100.00
30,M,child,0.00,10,10000.00,100.00
30,F,child,0.00,10,10000.00,100.00
30,M,child,0.00,10,10000.00,100.00
30,M,child,0.00,9,10000.00,100.00
30,M,child,0.00,9,10000.00,100.00
30,M,child,0.00,9,10000.00,100.00
30,M,child,0.00,9,10000.00,100.00
30,M,child,0.00,9,10000.00,100.00
30,F,child,0.00,9,10000.00,100.00
30,M,child,0.00,9,10000.00,100.00
30,F,child,0.00,9,10000.00,100.00
30,M,child,0.00,8,10000.00,100.00
30,M,child,0.00,8,10000.00,100.00
30,M,child,0.00,8,10000.00,100.00
30,F,child,0.00,8,10000.00,100.00
30,M,child,0.00,8,10000.00,100.00
30,F,child,0.00,8,10000.00,100.00
30,M,child,0.00,8,10000.00,100.00
30,M,child,0.00,8,10000.00,100.00
30,M,child,0.00,7,10000.00,100.00
30,F,child,0.00,7,10000.00,100.00
30,M,child,0.00,7,10000.00,100.00
30,M,child,0.00,7,10000.00,100.00
30,F,child,0.00,7,10000.00,100.00
30,M,child,0.00,7,10000.00,100.00
30,M,child,0.00,7,10000.00,100.00
30,M,child,0.00,6,10000.00,100.00
30,M,child,0.00,6,10000.00,100.00
30,F,child,0.00,6,10000.00,100.00
30,M,child,0.00,6,10000.00,100.00
30,M,child,0.00,6,10000.00,100.00
30,X,child,0.00,6,10000.00,100.00
30,F,child,0.00,6,10000.00,100.00
30,M,child,0.00,6,10000.00,100.00
30,F,child,0.00,5,10000.00,100.00
30,M,child,0.00,5,10000.00,100.00
30,F,child,0.00,5,10000.00,100.00
30,F,child,0.00,5,10000.00,100.00
30,M,child,0.00,5,10000.00,100.00
30,F,child,0.00,5,10000.00,100.00
30,M,child,0.00,5,10000.00,100.00
30,F,child,0.00,4,10000.00,100.00
30,M,child,0.00,4,10000.00,100.00
30,M,child,0.00,4,10000.00,100.00
30,F,child,0.00,4,10000.00,100.00
30,M,child,0.00,4,10000.00,100.00
30,M,child,0.00,4,10000.00,100.00
30,F,child,0.00,4,10000.00,100.00
30,M,child,0.00,4,10000.00,100.00
30,M,child,0.00,3,10000.00,100.00
30,M,child,0.00,3,10000.00,100.00
30,F,child,0.00,3,10000.00,100.00
30,M,child,0.00,3,10000.00,100.00
30,M,child,0.00,3,10000.00,100.00
30,M,child,0.00,3,10000.00,100.00
30,F,child,0.00,3,10000.00,100.00
30,M,child,0.00,3,10000.00,100.00
30,M,child,0.00,3,10000.00,100.00
30,F,child,0.00,2,10000.00,100.00
30,M,child,0.00,2,10000.00,100.00
30,M,child,0.00,2,10000.00,100.00
30,X,child,0.00,2,10000.00,100.00
30,F,child,0.00,2,10000.00,100.00
30,F,child,0.00,2,10000.00,100.00
30,M,child,0.00,2,10000.00,100.00
30,M,child,0.00,2,10000.00,100.00
30,M,child,0.00,1,10000.00,100.00
30,F,child,0.00,1,10000.00,100.00
30,M,child,0.00,1,10000.00,100.00
30,F,child,0.00,1,10000.00,100.00
30,F,child,0.00,1,10000.00,100.00
30,M,child,0.00,1,10000.00,100.00
30,F,child,0.00,1,10000.00,100.00
30,M,child,0.00,1,10000.00,100.00
30,M,child,0.00,1,10000.00,100.00
30,F,child,0.00,0,10000.00,100.00
30,F,child,0.00,0,10000.00,100.00
30,M,child,0.00,0,10000.00,100.00
30,M,child,0.00,0,10000.00,100.00
30,M,child,0.00,0,10000.00,100.00
30,F,child,0.00,0,10000.00,100.00
30,M,child,0.00,0,10000.00,100.00
30,F,child,0.00,0,10000.00,100.00
30,M,child,0.00,0,10000.00,100.00
30,F,child,0.00,0,10000.00,100.00
31,F,retired,3129.59,71,94793.73,110.62
31,M,unemployed,28.50,32,1048.61,80.02
31,M,unemployed,-188.88,56,-8228.40,80.02
31,M,farmer,1674.16,67,34734.69,100.17
31,F,civil servant,4305.89,32,30590.50,101.36
31,F,retired,2974.98,72,92879.18,110.61
31,F,fisher,4463.11,39,26927.48,100.86
31,M,fisher,6005.46,61,15593.77,101.41
31,M,craftsman,3943.09,34,28664.94,101.13
31,M,fisher,6007.47,55,46689.64,101.55
31,M,unemployed,-114.41,44,-6171.35,80.02
31,F,fisher,5614.86,52,43048.56,101.40
31,M,farmer,1197.57,55,25899.86,99.35
31,M,craftsman,5379.79,47,54285.42,101.80
31,F,farmer,619.87,36,13798.26,94.63
31,F,homemaker,26.93,32,1034.19,100.02
31,M,civil servant,10543.48,66,111831.46,102.90
31,F,unemployed,-191.80,53,-8423.39,80.02
31,M,retired,2458.90,73,72135.51,110.20
31,F,retired,2925.68,73,90334.23,110.61
31,M,craftsman,5108.87,43,44669.71,101.64
31,F,fisher,3439.00,32,19160.33,100.37
31,F,fisher,4256.06,40,27872.02,100.84
31,F,service provider,5353.23,39,45526.32,101.73
31,F,farmer,1604.65,67,34649.98,100.08
31,X,homemaker,-129.76,45,-6834.00,100.02
31,F,civil servant,5926.67,41,51337.53,101.92
31,F,retired,3041.69,70,93188.40,106.67
31,F,service provider,5406.22,38,43110.13,101.72
31,M,homemaker,-38.03,38,-2796.53,100.02
31,M,unemployed,26.75,32,1029.19,80.02
31,M,craftsman,6282.53,51,61671.42,102.01
31,M,farmer,1232.15,56,26726.98,99.44
31,M,homemaker,-2.46,35,-875.33,100.02
31,M,craftsman,4072.39,37,33416.01,101.26
31,M,farmer,646.55,38,15184.47,94.70
31,M,civil servant,8020.18,53,81629.84,102.44
31,X,homemaker,-188.78,58,-8097.74,100.02
31,F,farmer,1222.60,55,25988.66,99.43
31,F,farmer,1547.67,63,31686.85,99.97
31,F,fisher,6152.35,53,44459.23,101.53
31,M,farmer,649.55,37,14272.90,94.62
31,F,homemaker,-203.64,59,-8051.02,100.02
31,F,service provider,6768.42,48,47036.56,102.14
31,F,farmer,1579.53,65,33052.05,100.02
31,M,homemaker,-203.30,62,-7828.72,100.02
31,M,fisher,6714.97,59,51944.26,101.73
31,F,unemployed,-174.94,48,-8670.94,80.02
31,F,farmer,595.32,36,13710.02,94.58
31,M,farmer,854.89,46,19071.41,98.15
31,X,civil servant,9699.99,61,100479.64,102.75
31,F,retired,2049.76,70,62221.50,105.82
31,M,farmer,1222.46,55,25941.85,99.37
31,M,craftsman,3404.85,32,25687.97,100.94
31,F,service provider,5886.26,42,53272.44,101.92
31,F,civil servant,6635.27,44,58184.63,102.06
31,M,service provider,8581.51,53,82325.16,102.50
31,F,farmer,886.90,48,20961.86,98.39
31,X,homemaker,33.90,31,1580.43,100.02
31,M,fisher,4022.15,36,23234.66,100.66
31,F,civil servant,9589.59,62,101768.01,102.75
31,M,homemaker,-207.09,62,-7849.07,100.02
31,M,civil servant,5090.36,37,41032.93,101.66
31,F,farmer,823.33,45,18838.25,97.93
31,M,fisher,5619.37,50,41045.88,101.38
31,F,unemployed,-197.14,68,-7378.34,80.02
31,M,craftsman,7662.50,61,80236.38,102.39
31,F,unemployed,-208.96,65,-7581.66,80.02
31,F,fisher,6432.25,58,50307.67,101.69
31,F,farmer,1091.32,52,23804.19,99.10
31,M,homemaker,-175.87,48,-8692.47,100.02
31,F,farmer,847.80,47,19994.53,98.14
31,F,craftsman,4381.90,38,35719.81,101.35
31,F,craftsman,4864.65,43,44726.56,101.57
31,F,civil servant,5316.03,38,43327.52,101.74
31,M,farmer,1624.92,65,33076.41,100.10
31,M,unemployed,-95.14,43,-5605.83,80.02
31,F,farmer,795.00,45,18740.53,97.66
31,F,farmer,1427.35,62,30999.83,99.84
31,M,homemaker,-190.60,65,-7554.63,100.02
31,F,fisher,5301.18,49,39821.73,101.33
31,F,craftsman,4206.75,37,33746.67,101.31
31,M,civil servant,6425.80,43,55962.81,102.00
31,F,craftsman,5187.12,45,48868.89,101.72
31,M,homemaker,-85.27,42,-5013.27,100.02
31,F,fisher,3276.88,31,18200.20,100.27
31,F,civil servant,10475.11,65,107678.99,102.87
31,M,civil servant,7212.55,48,70775.76,102.25
31,F,fisher,7876.95,66,60246.78,101.99
31,F,craftsman,4571.45,39,37298.87,101.41
31,M,service provider,9887.41,62,102030.90,102.75
31,F,unemployed,-205.79,68,-7367.60,80.02
31,M,fisher,7410.79,61,54151.72,101.86
31,M,civil servant,9481.42,59,96182.46,102.70
31,X,fisher,4273.82,42,13092.22,100.77
31,F,homemaker,7.76,34,-235.59,100.02
31,F,civil servant,9921.45,62,101701.89,102.77
31,M,service provider,8844.45,57,92183.35,102.62
31,M,fisher,3764.58,35,21758.06,100.55
31,M,farmer,530.47,34,12705.98,94.49
31,M,farmer,723.38,40,15805.70,94.72
31,M,fisher,8284.16,67,63037.71,102.11
31,F,fisher,5512.89,50,40733.48,101.36
31,F,craftsman,4335.90,38,35583.52,101.36
31,M,retired,3811.50,70,117317.81,107.09
31,F,homemaker,-131.87,45,-6798.23,100.02
31,M,craftsman,8435.12,64,85397.32,102.50
31,M,civil servant,9836.81,60,97932.89,102.75
31,F,craftsman,7343.95,59,75299.46,102.28
31,F,unemployed,-181.33,50,-8590.85,80.02
31,M,retired,284.04,70,8456.79,100.25
31,M,homemaker,-115.61,44,-6174.95,100.02
31,M,fisher,4241.35,44,12683.22,100.79
31,F,service provider,6014.02,41,50803.38,101.94
31,X,homemaker,-81.33,42,-4990.96,100.02
31,M,homemaker,-2.55,35,-881.64,100.02
31,M,fisher,3464.27,31,18330.00,100.34
31,M,fisher,6632.84,60,52977.81,101.76
31,M,craftsman,6217.17,49,58297.04,101.93
31,M,farmer,856.57,46,19072.65,98.12
31,M,farmer,1325.80,60,29322.04,99.65
31,F,retired,-208.85,71,-7112.68,99.86
31,X,service provider,8697.05,58,91815.33,102.57
31,F,farmer,1624.25,66,34071.79,100.12
31,X,retired,2416.60,73,71458.31,110.14
31,M,unemployed,-2.12,35,-856.14,80.02
31,F,farmer,694.01,41,16218.08,94.81
31,M,fisher,5470.29,50,40703.66,101.37
31,M,farmer,1641.15,67,34431.95,100.12
31,M,civil servant,7655.69,49,73417.60,102.31
31,X,farmer,667.68,39,15169.31,94.72
31,M,farmer,1448.25,63,31670.01,99.86
31,F,service provider,10287.59,63,105188.58,102.85
31,X,craftsman,4058.75,36,31835.46,101.24
31,F,homemaker,18.11,33,360.72,100.02
31,F,farmer,1319.85,59,28750.74,99.64
31,M,homemaker,-184.86,51,-8552.41,100.02
31,M,craftsman,5848.44,47,54221.64,101.86
31,X,farmer,579.08,36,12251.86,94.61
31,F,craftsman,9294.49,68,91923.03,102.63
31,F,farmer,910.80,48,20956.02,98.47
31,M,craftsman,3866.78,33,27147.50,101.10
31,M,unemployed,-189.57,61,-7882.17,80.02
31,F,fisher,4528.97,42,30445.86,100.98
31,M,fisher,8507.96,69,64602.90,102.13
31,M,retired,2483.91,72,74144.38,110.24
31,F,homemaker,-195.35,62,-7830.97,100.02
31,M,craftsman,3957.02,36,31730.01,101.21
31,F,civil servant,8480.85,53,82633.08,102.47
31,F,craftsman,6642.58,52,63677.23,102.08
31,M,retired,3005.88,74,89739.54,110.63
31,F,craftsman,6311.93,52,63168.64,102.01
31,M,homemaker,-174.90,49,-8665.81,100.02
31,M,craftsman,8780.28,66,89342.71,102.56
31,F,service provider,9195.06,60,97017.87,102.67
31,M,farmer,991.13,51,23063.38,98.82
31,M,service provider,7885.57,52,80085.93,102.40
31,M,service provider,9126.91,57,90937.30,102.63
31,M,homemaker,-189.78,64,-7657.31,100.02
31,X,retired,-199.77,73,-6901.34,99.98
31,M,civil servant,10917.96,66,111060.47,102.92
31,M,farmer,1198.21,57,27338.62,99.44
31,M,service provider,6132.98,43,56263.32,102.00
31,F,craftsman,6133.13,54,43154.98,101.99
31,M,fisher,5069.38,44,32807.75,101.13
31,F,unemployed,-199.84,66,-7524.53,80.02
31,F,farmer,1291.93,59,28534.41,99.61
31,F,fisher,4257.21,38,24895.76,100.75
31,M,service provider,6759.02,46,64463.57,102.14
31,F,farmer,725.38,41,16303.20,94.81
31,F,farmer,1681.78,66,33410.45,100.11
31,M,farmer,1633.69,66,33488.42,100.08
31,M,farmer,643.40,37,14430.50,94.62
31,M,civil servant,9933.24,60,98285.35,102.74
31,F,craftsman,4096.87,38,19594.46,101.22
31,M,farmer,1551.24,63,31929.16,99.98
31,M,fisher,7627.45,64,57752.88,101.94
31,F,homemaker,-181.98,48,-8699.10,100.02
31,M,craftsman,5600.83,46,51872.79,101.81
31,M,fisher,8038.33,66,61131.00,102.07
31,M,farmer,1220.61,55,26037.80,99.39
31,F,service provider,9977.76,64,106440.07,102.84
31,F,homemaker,-177.85,48,-8698.51,100.02
