year,sex,profession,income,age,ethnicity,net_worth,happiness
20,M,homemaker,30.86,53,hyperborean,681.04,108.75
20,X,unemployed,53.09,62,arcadian,1333.34,88.75
20,M,civil servant,7669.87,55,hyperborean,63678.60,102.57
20,M,farmer,2248.36,46,arcadian,19028.94,100.05
20,M,service provider,4240.08,32,atlantean,30237.19,101.53
20,F,craftsman,4303.66,43,arcadian,17822.49,101.46
20,F,retired,700.36,69,atlantean,23505.20,113.74
20,F,homemaker,45.10,60,atlantean,1172.75,108.75
20,M,fisher,1752.66,33,hyperborean,19668.00,106.36
20,F,unemployed,33.53,55,atlantean,815.42,88.75
20,F,farmer,2306.27,48,arcadian,19776.00,100.13
20,X,retired,2149.54,65,atlantean,74001.54,106.58
20,F,fisher,1499.35,27,atlantean,14831.06,105.91
20,F,fisher,3593.40,59,arcadian,38839.63,101.53
20,M,service provider,4429.52,35,arcadian,36084.39,101.64
20,F,farmer,1470.81,30,atlantean,12303.18,107.32
20,F,farmer,2867.91,55,arcadian,22781.39,100.55
20,M,farmer,2700.38,55,atlantean,22754.14,100.48
20,M,farmer,1217.41,26,arcadian,11414.75,106.84
20,M,civil servant,6924.12,49,hyperborean,56496.90,102.40
20,F,homemaker,63.71,27,arcadian,4476.98,108.75
20,M,farmer,2545.96,52,atlantean,21794.16,100.37
20,F,retired,2151.78,66,arcadian,72216.31,108.40
20,M,fisher,3054.80,53,atlantean,34469.85,101.25
20,F,homemaker,5.41,37,arcadian,-307.18,108.75
20,F,retired,93.00,74,arcadian,2303.16,108.73
20,M,craftsman,3629.18,35,hyperborean,29492.11,101.29
20,M,fisher,3472.24,55,atlantean,36260.65,101.43
20,M,farmer,2100.87,44,arcadian,18255.71,99.90
20,F,service provider,7213.17,53,atlantean,60865.51,102.49
20,F,homemaker,4.98,37,arcadian,-319.80,108.75
20,M,craftsman,4855.22,46,hyperborean,41747.23,101.79
20,M,civil servant,6809.67,53,arcadian,27131.59,102.25
20,F,homemaker,6.35,38,hyperborean,-247.01,108.75
20,F,homemaker,7.25,39,arcadian,-196.96,108.75
20,F,civil servant,8163.07,58,hyperborean,68273.31,102.70
20,M,craftsman,5540.99,51,arcadian,46981.18,102.04
20,M,fisher,1538.83,29,arcadian,16683.28,106.04
20,M,unemployed,33.96,55,arcadian,810.50,88.75
20,F,homemaker,10.85,42,arcadian,-28.49,108.75
20,F,homemaker,35.51,55,arcadian,815.91,108.75
20,F,service provider,7951.18,55,arcadian,64030.90,102.60
20,F,homemaker,22.75,49,atlantean,409.29,108.75
20,M,service provider,5612.57,40,atlantean,44450.29,101.99
20,M,farmer,1544.15,32,hyperborean,12842.06,107.49
20,M,retired,741.40,65,arcadian,25651.52,108.47
20,F,civil servant,7786.19,57,atlantean,65656.85,102.63
20,F,fisher,1890.34,35,atlantean,21806.83,101.54
20,M,retired,1868.16,70,atlantean,60234.50,118.52
20,F,farmer,1123.47,22,hyperborean,10316.31,106.45
20,M,retired,71.49,68,atlantean,1797.54,108.75
20,F,retired,720.85,65,hyperborean,25758.01,108.32
20,X,fisher,2571.23,45,hyperborean,28962.78,100.88
20,F,unemployed,55.97,63,atlantean,1369.31,88.75
20,F,retired,976.80,73,atlantean,29626.24,116.45
20,F,farmer,2730.11,52,atlantean,21951.55,100.46
20,M,fisher,1169.35,22,arcadian,12250.54,105.39
20,F,fisher,3105.39,52,atlantean,33740.87,101.25
20,F,civil servant,8081.25,58,hyperborean,68561.94,102.68
20,M,fisher,2471.31,48,atlantean,12124.26,100.65
20,F,homemaker,33.87,54,arcadian,744.72,108.75
20,M,homemaker,23.85,49,arcadian,440.59,108.75
20,F,retired,1212.44,66,arcadian,39902.28,114.34
20,F,fisher,2720.15,46,atlantean,29870.20,101.01
20,M,farmer,3058.40,62,arcadian,25977.13,100.81
20,F,fisher,1676.51,30,atlantean,17203.34,106.20
20,M,farmer,2542.00,50,arcadian,20841.76,100.30
20,F,service provider,5383.55,42,arcadian,46689.43,102.01
20,M,retired,782.00,65,atlantean,25810.12,108.75
20,M,farmer,3284.06,62,hyperborean,25710.21,100.84
20,M,retired,90.15,75,arcadian,2272.43,108.74
20,X,homemaker,14.41,44,hyperborean,103.31,108.75
20,M,homemaker,8.40,40,hyperborean,-151.12,108.75
20,F,retired,2186.69,66,arcadian,71733.14,110.89
20,M,retired,1948.39,69,atlantean,62606.72,113.48
20,F,unemployed,80.47,22,arcadian,7207.87,89.38
20,F,craftsman,2595.28,24,hyperborean,15848.20,100.55
20,M,farmer,3167.16,61,hyperborean,25703.47,100.83
20,X,retired,1188.60,68,atlantean,38110.88,116.85
20,M,unemployed,21.46,48,arcadian,360.63,88.75
20,M,unemployed,71.83,26,hyperborean,5011.15,88.79
20,M,farmer,3111.34,61,arcadian,25799.77,100.83
20,M,craftsman,5502.49,48,hyperborean,44160.82,101.97
20,F,retired,60.28,65,hyperborean,1503.91,108.75
20,M,homemaker,81.10,22,hyperborean,7211.79,108.75
20,M,unemployed,7.96,39,hyperborean,-185.50,88.75
20,F,homemaker,14.81,44,atlantean,96.03,108.75
20,M,service provider,3704.03,29,arcadian,25265.98,101.27
20,F,craftsman,5974.25,54,hyperborean,50381.53,102.16
20,F,fisher,3585.92,56,atlantean,37239.49,101.48
20,F,retired,1739.21,71,arcadian,58326.09,118.48
20,F,fisher,1715.23,31,atlantean,18338.36,106.27
20,F,service provider,3153.93,25,atlantean,18749.08,100.95
20,M,unemployed,46.76,60,arcadian,1138.21,88.75
20,F,fisher,1954.43,35,atlantean,21859.93,101.57
20,M,farmer,1384.98,29,arcadian,12070.12,107.19
20,F,unemployed,23.94,49,atlantean,425.40,88.75
20,F,civil servant,4907.25,36,hyperborean,38332.54,101.77
20,M,service provider,4671.37,36,hyperborean,38483.91,101.74
20,M,fisher,1143.24,20,arcadian,11105.07,107.80
20,M,retired,84.26,72,hyperborean,2041.81,108.75
20,M,fisher,3995.85,64,atlantean,41995.62,101.70
20,M,civil servant,3750.34,30,hyperborean,27057.66,101.36
20,M,homemaker,22.13,48,arcadian,364.09,108.75
20,F,farmer,2075.87,42,atlantean,17448.51,100.97
20,F,craftsman,6649.11,58,arcadian,54404.88,102.34
20,F,farmer,3054.67,61,arcadian,25355.26,100.77
20,F,craftsman,5024.17,47,atlantean,42719.93,101.86
20,M,service provider,4910.01,36,atlantean,38288.11,101.78
20,M,civil servant,3961.88,32,hyperborean,30027.01,101.45
20,M,service provider,5830.65,45,arcadian,50862.00,102.16
20,M,unemployed,25.85,51,arcadian,543.17,88.75
20,F,farmer,1697.10,35,arcadian,14109.28,107.75
20,F,civil servant,7612.68,57,atlantean,64821.79,102.58
20,M,fisher,3418.94,57,atlantean,37614.60,101.45
20,M,service provider,5182.51,39,atlantean,43245.82,101.91
20,F,civil servant,8976.20,62,hyperborean,72843.55,102.81
20,F,craftsman,3753.38,37,arcadian,32796.47,101.36
20,M,service provider,7642.44,56,atlantean,64876.69,102.59
20,M,civil servant,9053.03,64,hyperborean,75851.68,102.86
20,F,retired,1176.04,68,arcadian,37770.34,116.84
20,F,fisher,1270.15,23,atlantean,12607.21,105.49
20,M,craftsman,6856.42,59,arcadian,55578.27,102.36
20,F,homemaker,28.07,52,atlantean,637.57,108.75
20,F,homemaker,6.13,38,arcadian,-258.16,108.75
20,M,retired,1100.81,71,arcadian,33474.75,116.88
20,M,service provider,8075.54,59,atlantean,68623.58,102.71
20,M,service provider,5212.27,42,arcadian,21290.78,101.82
20,M,craftsman,6660.43,61,arcadian,57684.17,102.39
20,M,fisher,3091.05,60,atlantean,19585.67,101.22
20,F,homemaker,57.80,64,hyperborean,1456.64,108.75
20,M,retired,1728.19,66,atlantean,57504.92,115.36
20,M,farmer,3219.12,62,arcadian,25840.79,100.85
20,M,craftsman,6746.64,60,hyperborean,56080.80,102.39
20,F,craftsman,6384.54,62,arcadian,22899.03,102.05
20,M,fisher,2200.92,40,arcadian,25669.12,100.62
20,F,service provider,6410.10,48,arcadian,54594.38,102.30
20,M,service provider,7855.95,57,hyperborean,66736.36,102.63
20,F,retired,68.68,67,atlantean,1725.45,108.75
20,F,fisher,1383.26,25,atlantean,13823.64,105.72
20,M,unemployed,7.51,39,hyperborean,-195.71,88.75
20,M,retired,70.64,68,atlantean,1732.42,107.50
20,M,farmer,1437.40,31,arcadian,12381.44,107.38
20,F,farmer,1295.56,28,arcadian,11767.63,107.10
20,F,farmer,2780.01,55,hyperborean,22816.76,100.52
20,M,fisher,3190.43,54,atlantean,35133.45,101.31
20,F,craftsman,3668.41,36,hyperborean,31237.53,101.33
20,X,craftsman,5670.41,51,hyperborean,46975.28,102.07
20,F,retired,86.08,72,arcadian,2136.24,108.67
20,F,fisher,2142.76,42,arcadian,13685.34,100.51
20,F,craftsman,2901.59,27,hyperborean,19102.75,100.78
20,F,service provider,3719.48,29,hyperborean,25146.74,101.29
20,F,retired,1148.81,67,atlantean,38969.26,116.40
20,M,service provider,5701.35,43,arcadian,48378.54,102.06
20,F,retired,1478.32,71,hyperborean,46300.97,117.97
20,F,fisher,1088.15,20,arcadian,11039.50,107.70
20,F,unemployed,32.82,54,atlantean,762.84,88.75
20,F,homemaker,22.54,49,hyperborean,416.93,108.75
20,M,craftsman,7143.06,63,atlantean,59314.40,102.47
20,M,farmer,3076.95,63,arcadian,25952.56,100.80
20,M,farmer,2895.80,57,hyperborean,23606.65,100.66
20,M,retired,610.97,73,hyperborean,18986.53,109.00
20,F,homemaker,66.47,27,atlantean,4488.54,108.75
20,M,civil servant,4664.39,35,arcadian,36066.71,101.71
20,M,homemaker,84.08,21,hyperborean,7801.38,108.75
20,F,farmer,2751.73,56,hyperborean,23274.14,100.54
20,M,homemaker,27.62,34,hyperborean,1143.13,108.75
20,F,farmer,1118.35,24,arcadian,10792.59,106.63
20,M,homemaker,7.37,39,arcadian,-212.93,108.75
20,F,farmer,2275.56,46,hyperborean,18915.13,99.99
20,F,civil servant,3665.71,29,arcadian,25117.13,101.27
20,F,homemaker,7.90,39,arcadian,-191.71,108.75
20,F,homemaker,28.34,52,hyperborean,619.92,108.75
20,M,civil servant,3304.42,26,arcadian,20342.59,101.05
20,M,homemaker,57.35,28,atlantean,3979.82,108.75
20,F,fisher,2992.20,49,arcadian,31994.56,101.17
20,F,civil servant,9346.42,63,atlantean,74394.71,102.86
20,F,retired,698.81,68,arcadian,24192.32,113.81
20,F,farmer,2214.97,47,arcadian,19422.52,100.03
20,F,retired,738.57,68,arcadian,24088.38,112.93
20,F,civil servant,3681.39,30,atlantean,16918.54,101.13
20,M,craftsman,4812.90,46,hyperborean,41863.37,101.80
20,M,homemaker,67.64,26,arcadian,5007.88,108.75
20,M,craftsman,5628.93,51,hyperborean,47237.56,102.04
20,M,homemaker,17.25,46,atlantean,227.08,108.75
20,F,homemaker,79.45,22,hyperborean,7215.21,108.75
20,M,farmer,2213.80,44,atlantean,18539.26,99.98
20,M,homemaker,20.76,48,arcadian,328.89,108.75
20,M,retired,1413.96,75,hyperborean,44900.21,117.98
20,M,civil servant,2386.01,19,arcadian,11714.59,100.33
20,M,service provider,2370.47,19,atlantean,11644.23,100.29
20,M,craftsman,2032.78,19,arcadian,11305.84,102.53
20,F,farmer,943.10,19,hyperborean,10261.83,105.71
20,F,homemaker,86.03,19,hyperborean,8843.15,107.50
20,M,craftsman,2019.72,19,atlantean,11277.15,102.51
20,F,homemaker,88.21,18,arcadian,9458.95,105.00
20,M,farmer,944.02,18,arcadian,10157.38,103.93
20,F,fisher,988.51,18,hyperborean,10179.63,104.03
20,M,civil servant,2249.84,18,arcadian,10810.29,100.20
20,F,child,0.00,17,arcadian,10000.00,100.00
20,F,child,0.00,17,hyperborean,10000.00,100.00
20,M,child,0.00,17,hyperborean,10000.00,100.00
20,M,child,0.00,16,atlantean,10000.00,100.00
20,M,child,0.00,16,arcadian,10000.00,100.00
20,F,child,0.00,15,arcadian,10000.00,100.00
20,M,child,0.00,15,hyperborean,10000.00,100.00
20,F,child,0.00,15,atlantean,10000.00,100.00
20,F,child,0.00,14,arcadian,10000.00,100.00
20,F,child,0.00,14,arcadian,10000.00,100.00
20,M,child,0.00,14,arcadian,10000.00,100.00
20,X,child,0.00,13,atlantean,10000.00,100.00
20,F,child,0.00,13,hyperborean,10000.00,100.00
20,F,child,0.00,13,hyperborean,10000.00,100.00
20,F,child,0.00,12,arcadian,10000.00,100.00
20,M,child,0.00,12,hyperborean,10000.00,100.00
20,M,child,0.00,12,arcadian,10000.00,100.00
20,M,child,0.00,11,atlantean,10000.00,100.00
20,F,child,0.00,11,hyperborean,10000.00,100.00
20,F,child,0.00,11,atlantean,10000.00,100.00
20,F,child,0.00,11,atlantean,10000.00,100.00
20,F,child,0.00,10,arcadian,10000.00,100.00
20,M,child,0.00,10,arcadian,10000.00,100.00
20,F,child,0.00,10,atlantean,10000.00,100.00
20,M,child,0.00,10,arcadian,10000.00,100.00
20,F,child,0.00,9,hyperborean,10000.00,100.00
20,M,child,0.00,9,arcadian,10000.00,100.00
20,F,child,0.00,9,atlantean,10000.00,100.00
20,F,child,0.00,9,atlantean,10000.00,100.00
20,F,child,0.00,8,hyperborean,10000.00,100.00
20,M,child,0.00,8,arcadian,10000.00,100.00
20,M,child,0.00,8,hyperborean,10000.00,100.00
20,F,child,0.00,8,atlantean,10000.00,100.00
20,M,child,0.00,7,arcadian,10000.00,100.00
20,M,child,0.00,7,atlantean,10000.00,100.00
20,M,child,0.00,7,arcadian,10000.00,100.00
20,F,child,0.00,7,atlantean,10000.00,100.00
20,X,child,0.00,7,atlantean,10000.00,100.00
20,M,child,0.00,7,hyperborean,10000.00,100.00
20,F,child,0.00,6,atlantean,10000.00,100.00
20,F,child,0.00,6,arcadian,10000.00,100.00
20,M,child,0.00,6,arcadian,10000.00,100.00
20,F,child,0.00,6,hyperborean,10000.00,100.00
20,M,child,0.00,6,hyperborean,10000.00,100.00
20,M,child,0.00,6,arcadian,10000.00,100.00
20,F,child,0.00,5,arcadian,10000.00,100.00
20,F,child,0.00,5,arcadian,10000.00,100.00
20,M,child,0.00,5,hyperborean,10000.00,100.00
20,F,child,0.00,5,arcadian,10000.00,100.00
20,X,child,0.00,5,hyperborean,10000.00,100.00
20,F,child,0.00,5,atlantean,10000.00,100.00
20,F,child,0.00,5,hyperborean,10000.00,100.00
20,M,child,0.00,5,arcadian,10000.00,100.00
20,F,child,0.00,4,hyperborean,10000.00,100.00
20,M,child,0.00,4,arcadian,10000.00,100.00
20,F,child,0.00,4,atlantean,10000.00,100.00
20,X,child,0.00,4,arcadian,10000.00,100.00
20,M,child,0.00,4,atlantean,10000.00,100.00
20,F,child,0.00,4,atlantean,10000.00,100.00
20,F,child,0.00,4,atlantean,10000.00,100.00
20,M,child,0.00,4,atlantean,10000.00,100.00
20,F,child,0.00,4,hyperborean,10000.00,100.00
20,F,child,0.00,3,hyperborean,10000.00,100.00
20,M,child,0.00,3,arcadian,10000.00,100.00
20,M,child,0.00,3,atlantean,10000.00,100.00
20,F,child,0.00,3,arcadian,10000.00,100.00
20,M,child,0.00,3,atlantean,10000.00,100.00
20,M,child,0.00,3,arcadian,10000.00,100.00
20,M,child,0.00,3,atlantean,10000.00,100.00
20,F,child,0.00,3,atlantean,10000.00,100.00
20,F,child,0.00,2,hyperborean,10000.00,100.00
20,F,child,0.00,2,arcadian,10000.00,100.00
20,F,child,0.00,2,hyperborean,10000.00,100.00
20,M,child,0.00,2,hyperborean,10000.00,100.00
20,F,child,0.00,2,arcadian,10000.00,100.00
20,M,child,0.00,2,atlantean,10000.00,100.00
20,F,child,0.00,2,atlantean,10000.00,100.00
20,M,child,0.00,2,hyperborean,10000.00,100.00
20,M,child,0.00,2,atlantean,10000.00,100.00
20,F,child,0.00,1,arcadian,10000.00,100.00
20,M,child,0.00,1,atlantean,10000.00,100.00
20,F,child,0.00,1,hyperborean,10000.00,100.00
20,M,child,0.00,1,hyperborean,10000.00,100.00
20,M,child,0.00,1,atlantean,10000.00,100.00
20,F,child,0.00,1,atlantean,10000.00,100.00
20,M,child,0.00,1,atlantean,10000.00,100.00
20,F,child,0.00,1,arcadian,10000.00,100.00
20,M,child,0.00,0,atlantean,10000.00,100.00
20,F,child,0.00,0,atlantean,10000.00,100.00
20,M,child,0.00,0,arcadian,10000.00,100.00
20,M,child,0.00,0,hyperborean,10000.00,100.00
20,M,child,0.00,0,hyperborean,10000.00,100.00
20,M,child,0.00,0,hyperborean,10000.00,100.00
20,F,child,0.00,0,arcadian,10000.00,100.00
20,M,child,0.00,0,hyperborean,10000.00,100.00
21,F,civil servant,8908.44,61,atlantean,74669.91,102.85
21,M,unemployed,86.58,22,arcadian,7267.15,90.00
21,M,unemployed,3.61,46,arcadian,-454.85,89.38
21,M,farmer,2799.32,57,hyperborean,24530.07,100.74
21,F,civil servant,2863.10,22,arcadian,15049.14,100.76
21,F,civil servant,8640.33,62,arcadian,75810.58,102.83
21,F,fisher,1636.84,29,atlantean,16455.05,107.83
21,M,homemaker,10.68,51,atlantean,-139.08,109.38
21,M,craftsman,2539.48,24,hyperborean,15576.25,100.53
21,M,fisher,2638.92,45,arcadian,29201.36,100.82
21,M,unemployed,26.63,34,arcadian,1086.55,89.38
21,F,fisher,2375.79,42,arcadian,27182.50,100.60
21,M,farmer,2186.52,45,atlantean,19068.62,100.11
21,F,retired,1623.24,69,hyperborean,53405.12,118.70
21,M,craftsman,4017.36,37,atlantean,32954.10,101.42
21,F,farmer,1198.81,26,arcadian,11326.41,107.76
21,F,homemaker,80.31,22,atlantean,7262.07,109.38
21,M,civil servant,7826.90,56,hyperborean,67163.80,102.66
21,F,unemployed,-0.45,43,atlantean,-652.15,89.38
21,M,craftsman,6939.39,63,hyperborean,61892.37,102.46
21,F,service provider,9048.60,63,atlantean,77049.80,102.88
21,M,retired,1883.80,70,hyperborean,64257.44,116.73
21,M,craftsman,3391.47,33,hyperborean,26286.44,101.15
21,F,fisher,1209.26,22,atlantean,11666.25,107.00
21,F,fisher,1710.89,30,atlantean,17237.24,107.95
21,F,service provider,3789.14,29,atlantean,25266.34,101.33
21,F,civil servant,8858.91,64,atlantean,79003.39,102.88
21,F,farmer,2934.86,57,arcadian,24663.57,100.75
21,X,homemaker,18.68,35,atlantean,544.37,109.38
21,M,retired,1191.05,66,atlantean,41681.50,114.52
21,F,civil servant,4219.05,31,atlantean,28781.03,101.51
21,F,craftsman,6765.63,60,atlantean,58470.76,102.41
21,F,service provider,3731.69,28,atlantean,23401.77,101.25
21,F,retired,1675.68,74,arcadian,52348.28,119.04
21,M,homemaker,58.66,28,arcadian,3903.97,109.38
21,M,unemployed,79.85,22,arcadian,7253.20,90.00
21,M,craftsman,4497.83,41,hyperborean,37667.60,101.66
21,M,retired,1750.77,65,arcadian,61840.09,111.19
21,M,farmer,2254.15,46,arcadian,19611.12,100.20
21,F,retired,49.98,67,hyperborean,1060.16,106.88
21,M,homemaker,71.69,25,atlantean,5562.97,109.38
21,M,retired,1836.72,65,hyperborean,62318.55,111.24
21,M,farmer,2994.71,61,hyperborean,26426.61,100.88
21,M,craftsman,2763.96,27,arcadian,18810.32,100.75
21,F,retired,61.77,71,arcadian,1362.47,109.38
21,F,retired,1196.49,76,hyperborean,35908.91,118.04
21,F,homemaker,28.92,60,atlantean,467.99,109.38
21,M,farmer,1361.74,28,arcadian,12220.17,108.09
21,M,civil servant,5983.94,43,arcadian,49218.47,102.14
21,X,homemaker,6.14,48,hyperborean,-329.91,109.38
21,F,farmer,2112.03,45,atlantean,19000.03,100.09
21,F,farmer,2704.81,53,atlantean,22645.01,100.59
21,F,fisher,2453.37,43,arcadian,27767.30,100.69
21,M,farmer,1271.88,27,arcadian,11639.00,107.90
21,M,homemaker,32.57,62,atlantean,634.50,109.38
21,M,retired,2119.61,66,arcadian,75320.23,108.40
21,F,homemaker,7.60,49,arcadian,-264.58,109.38
21,F,retired,2084.38,68,arcadian,69735.14,110.95
21,F,service provider,4824.74,38,arcadian,20649.73,101.70
21,M,retired,1454.20,73,hyperborean,43946.12,118.58
21,F,farmer,2766.04,55,arcadian,23643.62,100.67
21,M,homemaker,13.18,52,hyperborean,-75.53,109.38
21,M,fisher,2814.56,49,arcadian,32197.28,100.97
21,F,unemployed,-5.43,38,arcadian,-932.64,89.38
21,M,retired,576.21,76,atlantean,17193.18,109.38
21,F,farmer,1165.08,26,arcadian,11293.26,107.72
21,M,farmer,1731.90,36,atlantean,14358.67,108.74
21,X,civil servant,6792.28,51,arcadian,61004.60,102.43
21,F,fisher,3822.69,60,arcadian,40200.40,101.47
21,M,farmer,2174.27,45,arcadian,19104.24,100.13
21,M,craftsman,2356.56,22,atlantean,13804.44,101.61
21,F,service provider,4343.77,32,atlantean,30465.83,101.57
21,F,civil servant,4373.32,34,hyperborean,33553.38,101.62
21,M,retired,63.03,72,atlantean,1429.72,109.38
21,M,service provider,6118.48,43,atlantean,49782.12,102.18
21,X,retired,44.27,66,hyperborean,966.63,109.38
21,F,farmer,1741.89,38,arcadian,15890.59,108.84
21,X,homemaker,83.53,21,arcadian,7760.65,109.38
21,M,fisher,1456.74,26,atlantean,14279.03,107.56
21,F,retired,46.82,67,atlantean,1036.32,106.88
21,F,civil servant,7291.91,52,arcadian,61516.93,102.50
21,F,retired,1601.43,70,arcadian,51080.25,118.75
21,M,retired,2142.29,65,hyperborean,76885.75,106.59
21,F,craftsman,7371.40,62,hyperborean,61267.06,102.50
21,M,homemaker,12.58,52,arcadian,-72.66,109.38
21,M,retired,66.07,72,hyperborean,1493.80,109.38
21,M,civil servant,3320.62,27,arcadian,21740.83,101.15
21,F,farmer,1580.45,35,arcadian,14326.51,108.61
21,F,retired,2290.48,65,arcadian,78037.48,106.69
21,M,fisher,2390.01,40,atlantean,25904.88,100.56
21,F,unemployed,24.58,58,arcadian,327.10,89.38
21,M,craftsman,5673.48,51,atlantean,48833.93,102.10
21,F,unemployed,19.42,55,atlantean,149.99,89.38
21,F,fisher,2854.86,48,hyperborean,31358.05,100.96
21,F,farmer,1987.50,42,hyperborean,17731.88,101.12
21,F,retired,766.93,66,arcadian,25827.20,112.60
21,M,homemaker,-5.29,38,hyperborean,-947.61,109.38
21,F,farmer,1657.34,37,hyperborean,15241.60,108.76
21,F,craftsman,2883.26,28,hyperborean,20232.55,100.82
21,F,craftsman,3416.93,33,hyperborean,26304.64,101.15
21,F,civil servant,3450.36,28,arcadian,23382.05,101.19
21,M,farmer,2586.15,55,arcadian,23428.34,100.60
21,M,unemployed,33.79,33,hyperborean,1541.35,89.38
21,F,farmer,1598.12,35,hyperborean,14287.81,108.63
21,F,farmer,2436.99,52,atlantean,22205.08,100.44
21,F,retired,325.35,68,atlantean,10334.30,109.38
21,M,homemaker,18.87,55,atlantean,174.37,109.38
21,F,fisher,2326.23,39,atlantean,25070.14,100.50
21,F,craftsman,2912.04,27,atlantean,18920.07,100.79
21,M,civil servant,4204.78,33,hyperborean,32096.99,101.54
21,F,craftsman,3768.38,35,arcadian,29073.65,101.30
21,M,homemaker,40.63,32,arcadian,2031.02,109.38
21,F,fisher,1194.06,21,atlantean,11278.66,108.18
21,F,civil servant,7387.61,55,arcadian,65191.73,102.58
21,M,civil servant,5122.58,38,atlantean,42599.81,101.89
21,F,fisher,3531.69,56,atlantean,36976.88,101.32
21,M,retired,763.11,66,arcadian,26000.62,112.46
21,F,craftsman,2983.42,29,atlantean,21470.24,100.88
21,M,service provider,6933.59,52,arcadian,62306.55,102.48
21,F,retired,535.99,77,hyperborean,16258.53,109.38
21,F,unemployed,24.71,58,arcadian,348.28,89.38
21,M,fisher,3180.49,51,atlantean,33772.25,101.16
21,M,civil servant,6606.61,49,atlantean,57923.44,102.38
21,X,fisher,1498.11,32,atlantean,3046.59,99.09
21,F,homemaker,79.27,24,arcadian,6134.36,109.38
21,F,civil servant,6970.65,52,atlantean,61312.82,102.44
21,M,service provider,6487.24,47,arcadian,55492.87,102.34
21,M,fisher,1383.27,25,arcadian,13215.29,107.34
21,F,homemaker,33.68,61,atlantean,618.95,109.38
21,M,farmer,1164.18,24,hyperborean,10695.17,107.59
21,M,farmer,1357.63,30,atlantean,12553.64,108.21
21,M,fisher,3360.98,57,arcadian,38534.54,101.31
21,F,fisher,2396.55,40,atlantean,25806.53,100.54
21,F,craftsman,3018.92,28,arcadian,20095.72,100.83
21,F,retired,2017.27,70,arcadian,63824.04,114.30
21,M,civil servant,8181.25,60,atlantean,73059.94,102.75
21,M,retired,66.80,72,arcadian,1436.81,109.38
21,F,homemaker,19.50,35,arcadian,578.21,109.38
21,M,craftsman,5812.13,54,atlantean,52047.93,102.16
21,M,civil servant,6954.19,50,atlantean,59065.68,102.43
21,F,craftsman,5639.56,49,atlantean,45772.88,102.00
21,F,unemployed,-3.51,40,atlantean,-828.25,89.38
21,F,craftsman,6678.10,61,atlantean,59412.05,102.41
21,M,farmer,2393.16,60,arcadian,1953.21,94.64
21,M,retired,2017.81,69,atlantean,67734.45,111.13
21,M,homemaker,27.75,34,arcadian,1075.24,109.38
21,M,fisher,1651.10,34,arcadian,2173.41,99.22
21,F,fisher,4094.85,63,hyperborean,42811.26,101.59
21,F,service provider,4033.31,31,hyperborean,28305.09,101.44
21,X,homemaker,40.16,32,atlantean,2048.14,109.38
21,M,homemaker,73.74,25,hyperborean,5568.41,109.38
21,M,fisher,1090.54,21,atlantean,11324.97,108.11
21,M,fisher,3062.27,50,atlantean,33109.44,101.08
21,F,craftsman,6857.27,59,hyperborean,57429.03,102.40
21,M,craftsman,4165.08,39,hyperborean,35628.29,101.51
21,M,farmer,1664.33,36,arcadian,14489.95,108.69
21,M,retired,757.28,66,arcadian,25960.42,112.60
21,M,retired,2271.45,66,arcadian,74461.19,108.45
21,M,farmer,2388.62,50,arcadian,21240.53,100.36
21,M,retired,40.61,65,atlantean,856.45,109.38
21,M,retired,60.97,72,atlantean,1426.96,109.38
21,F,unemployed,31.15,61,hyperborean,574.88,89.38
21,F,farmer,3192.82,63,arcadian,27044.82,100.96
21,X,service provider,6417.21,48,hyperborean,55992.95,102.33
21,F,farmer,2827.94,56,atlantean,24072.17,100.71
21,X,craftsman,7544.12,63,hyperborean,61446.18,102.55
21,M,unemployed,75.71,25,arcadian,5587.32,89.45
21,F,farmer,1447.35,31,arcadian,12667.27,108.30
21,M,fisher,2399.94,40,atlantean,25472.50,100.55
21,M,farmer,2901.36,57,atlantean,24386.57,100.76
21,M,civil servant,5011.06,39,atlantean,43925.95,101.89
21,X,farmer,1295.43,29,arcadian,12027.40,108.04
21,M,retired,1201.93,65,atlantean,43099.82,110.27
21,F,retired,46.61,66,arcadian,1025.98,109.38
21,M,farmer,2630.18,53,atlantean,22730.53,100.57
21,F,service provider,7209.87,53,arcadian,62959.22,102.53
21,X,craftsman,2631.13,26,hyperborean,17612.43,100.62
21,F,homemaker,80.05,23,hyperborean,6660.02,109.38
21,F,farmer,2278.62,49,atlantean,20867.54,100.28
21,M,homemaker,-2.57,41,atlantean,-771.75,109.38
21,M,craftsman,3967.70,37,atlantean,32892.00,101.45
21,X,farmer,1192.56,26,arcadian,9805.27,107.64
21,F,craftsman,6737.70,58,atlantean,56034.45,102.35
21,F,unemployed,39.88,64,hyperborean,826.84,89.38
21,F,farmer,1859.40,38,hyperborean,15903.58,108.92
21,M,craftsman,2311.49,23,arcadian,14543.31,100.35
21,X,retired,2069.70,70,hyperborean,64400.11,113.73
21,M,unemployed,11.63,51,arcadian,-126.15,89.38
21,M,farmer,3108.55,63,arcadian,27343.42,100.95
21,F,fisher,1800.35,32,hyperborean,19128.97,108.09
21,M,fisher,3650.29,59,arcadian,39164.85,101.41
21,M,craftsman,6979.64,62,atlantean,60926.88,102.49
21,F,homemaker,12.74,52,atlantean,-73.28,109.38
21,M,craftsman,2567.96,26,arcadian,17656.71,100.62
