year,sex,profession,income
7,M,retired,228.19
7,M,child,0.00
7,F,unemployed,122.47
7,F,civil servant,2721.15
7,M,service provider,2788.82
7,M,child,0.00
7,M,homemaker,208.39
7,M,retired,532.09
7,M,fisher,4660.81
7,M,child,0.00
7,M,homemaker,111.47
7,F,farmer,557.96
7,F,craftsman,2256.73
7,F,farmer,938.73
7,F,craftsman,1723.82
7,M,service provider,2748.00
7,F,fisher,6019.12
7,M,civil servant,2281.99
7,M,service provider,3755.46
7,M,unemployed,125.69
7,F,farmer,426.57
7,F,civil servant,4999.51
7,M,fisher,4101.12
7,M,retired,265.38
7,M,service provider,3103.79
7,M,retired,300.34
7,F,civil servant,6029.55
7,F,craftsman,1186.89
7,M,service provider,4993.34
7,M,civil servant,6349.66
7,F,fisher,4942.33
7,F,child,0.00
7,M,craftsman,2334.57
7,F,homemaker,129.38
7,F,retired,553.91
7,F,homemaker,81.54
7,M,fisher,5674.58
7,M,service provider,5227.56
7,M,unemployed,96.16
7,M,craftsman,2554.70
7,M,unemployed,161.26
7,F,homemaker,168.82
7,M,craftsman,2942.44
7,M,farmer,975.58
7,F,unemployed,226.55
7,M,craftsman,2379.21
7,F,retired,825.50
7,F,unemployed,164.15
7,M,fisher,2439.73
7,F,service provider,4198.44
7,M,service provider,5325.51
7,F,homemaker,193.61
7,F,child,0.00
7,M,unemployed,82.58
7,M,unemployed,188.96
7,M,farmer,331.05
7,F,child,0.00
7,F,farmer,858.15
7,M,retired,248.20
7,M,fisher,3771.13
7,F,retired,235.07
7,M,unemployed,216.96
7,F,craftsman,1163.96
7,F,farmer,1230.98
7,X,craftsman,1867.42
7,F,unemployed,203.10
7,F,unemployed,189.19
7,F,unemployed,91.02
7,F,child,0.00
7,F,child,0.00
7,F,retired,355.10
7,F,service provider,7385.35
7,F,fisher,5064.84
7,F,retired,245.34
7,M,retired,345.64
7,M,unemployed,216.99
7,M,service provider,3474.93
7,F,craftsman,3099.70
7,F,child,0.00
7,F,unemployed,135.42
7,F,homemaker,119.69
7,M,craftsman,2562.73
7,M,farmer,1009.89
7,M,farmer,856.69
7,M,farmer,1304.67
7,F,child,0.00
7,M,civil servant,2601.54
7,M,child,0.00
7,F,farmer,1316.15
7,F,farmer,862.31
7,M,retired,250.70
7,M,homemaker,81.08
7,F,child,0.00
7,M,homemaker,215.86
7,M,retired,814.05
7,M,homemaker,83.87
7,F,farmer,658.61
7,F,child,0.00
7,F,retired,246.92
7,F,homemaker,87.92
7,F,homemaker,130.80
7,M,child,0.00
7,M,service provider,7410.25
7,M,child,0.00
7,F,fisher,3489.85
7,F,civil servant,6072.69
7,F,farmer,1150.81
7,M,retired,377.04
7,F,farmer,689.65
7,F,farmer,1165.37
7,F,child,0.00
7,M,craftsman,1624.27
7,M,child,0.00
7,M,craftsman,2012.45
7,M,homemaker,105.72
7,M,retired,259.32
7,F,child,0.00
7,M,farmer,634.39
7,M,homemaker,111.88
7,M,retired,418.72
7,M,civil servant,7432.81
7,M,child,0.00
7,M,child,0.00
7,M,child,0.00
7,F,child,0.00
7,F,child,0.00
7,M,child,0.00
7,F,child,0.00
7,M,child,0.00
7,F,child,0.00
7,M,child,0.00
7,F,child,0.00
7,F,child,0.00
7,M,child,0.00
7,M,child,0.00
7,M,child,0.00
7,F,child,0.00
7,M,child,0.00
7,F,child,0.00
7,F,child,0.00
7,F,child,0.00
7,M,child,0.00
7,X,child,0.00
7,F,child,0.00
7,F,child,0.00
8,F,civil servant,5503.61
8,M,child,0.00
8,M,unemployed,102.43
8,M,farmer,890.02
8,F,child,0.00
8,F,civil servant,5770.80
8,F,child,0.00
8,M,homemaker,118.65
8,M,child,0.00
8,M,fisher,1592.85
8,M,unemployed,84.03
8,F,fisher,1486.58
8,M,homemaker,196.07
8,M,farmer,637.59
8,F,craftsman,5384.36
8,F,service provider,7481.60
8,M,craftsman,2181.19
8,F,child,0.00
8,F,child,0.00
8,M,civil servant,5165.47
8,F,unemployed,95.66
8,M,craftsman,5034.31
8,M,homemaker,206.68
8,F,service provider,6035.59
8,M,service provider,6627.85
8,M,craftsman,1826.65
8,F,child,0.00
8,F,child,0.00
8,F,child,0.00
8,F,civil servant,6152.94
8,F,farmer,887.74
8,X,homemaker,79.55
8,M,fisher,2694.44
8,F,homemaker,192.96
8,F,civil servant,1983.79
8,F,craftsman,4413.61
8,F,farmer,1139.46
8,F,child,0.00
8,F,service provider,7513.29
8,M,retired,340.69
8,M,child,0.00
8,M,child,0.00
8,M,craftsman,2750.40
8,M,craftsman,4942.56
8,M,farmer,639.54
8,F,unemployed,186.68
8,M,child,0.00
8,M,craftsman,5242.06
8,M,farmer,1030.25
8,M,child,0.00
8,F,homemaker,188.88
8,F,craftsman,6360.78
8,F,homemaker,151.55
8,M,child,0.00
8,F,retired,368.42
8,M,fisher,3074.39
8,M,civil servant,3391.30
8,X,homemaker,114.75
8,F,farmer,611.87
8,F,farmer,847.50
8,F,fisher,1487.89
8,F,service provider,7937.45
8,F,homemaker,205.03
8,M,child,0.00
8,M,retired,252.69
8,M,homemaker,156.71
8,M,unemployed,204.12
8,M,civil servant,6600.82
8,F,homemaker,116.75
8,F,service provider,6809.34
8,M,retired,370.32
8,F,unemployed,76.73
8,M,craftsman,5641.53
8,F,farmer,837.52
8,M,homemaker,124.61
8,M,fisher,1741.14
8,M,service provider,6877.49
8,F,unemployed,79.63
8,M,farmer,1285.54
8,F,homemaker,203.34
8,F,child,0.00
8,M,retired,981.72
8,M,farmer,457.25
8,X,civil servant,4396.13
8,F,fisher,2386.31
8,M,farmer,660.71
8,M,child,0.00
8,M,unemployed,222.86
8,F,service provider,2147.94
8,F,civil servant,2514.26
8,M,homemaker,201.87
8,M,service provider,3581.17
8,M,retired,220.39
8,X,homemaker,169.76
8,F,farmer,482.39
8,X,child,0.00
8,F,retired,388.47
8,M,child,0.00
8,F,unemployed,189.01
8,F,civil servant,4668.15
8,F,craftsman,5456.82
8,M,civil servant,6049.73
8,F,craftsman,4902.76
8,M,homemaker,127.84
8,M,homemaker,206.46
8,M,child,0.00
8,F,farmer,416.05
8,F,civil servant,6194.00
8,M,fisher,1297.08
8,F,unemployed,147.61
8,M,craftsman,3787.77
8,F,unemployed,140.48
8,F,fisher,1782.50
8,M,farmer,1200.55
8,F,farmer,558.36
8,F,farmer,1096.06
8,M,homemaker,73.02
8,F,farmer,478.37
8,F,child,0.00
8,F,craftsman,1916.02
8,F,child,0.00
8,M,farmer,811.83
8,M,homemaker,201.96
8,M,unemployed,82.29
8,F,farmer,429.54
8,F,farmer,750.71
8,F,unemployed,180.67
8,M,retired,250.08
8,M,homemaker,142.36
8,F,fisher,1309.83
8,F,child,0.00
8,M,civil servant,2298.68
8,F,craftsman,2034.19
8,M,homemaker,79.72
8,F,child,0.00
8,F,civil servant,4872.40
8,M,civil servant,2928.28
8,M,retired,399.53
8,F,fisher,2155.27
8,M,farmer,1063.67
8,F,child,0.00
8,M,service provider,7823.09
8,M,service provider,4707.07
8,F,farmer,1430.39
8,F,unemployed,145.13
8,M,fisher,1942.13
8,M,civil servant,4306.45
8,X,homemaker,79.35
8,F,child,0.00
8,F,civil servant,4855.12
8,M,homemaker,213.63
8,M,service provider,4161.54
8,M,child,0.00
8,F,homemaker,155.35
8,M,child,0.00
8,M,child,0.00
8,M,fisher,2285.01
8,F,fisher,1395.16
8,F,child,0.00
8,F,service provider,6755.68
8,M,civil servant,5431.00
8,M,homemaker,207.26
8,F,homemaker,83.52
8,M,craftsman,4036.48
8,M,civil servant,4516.13
8,F,craftsman,3457.46
8,F,civil servant,7818.41
8,F,unemployed,84.69
8,F,craftsman,4719.87
8,M,homemaker,156.41
8,M,civil servant,7119.48
8,M,retired,368.63
8,M,homemaker,80.12
8,M,homemaker,77.28
8,F,fisher,2614.67
8,F,service provider,2015.50
8,X,homemaker,82.79
8,M,child,0.00
8,M,child,0.00
8,M,fisher,1808.35
8,F,craftsman,4430.47
8,M,craftsman,2527.46
8,M,farmer,460.39
8,M,farmer,1128.69
8,M,civil servant,6389.06
8,M,farmer,768.49
8,M,homemaker,179.21
8,F,retired,232.58
8,M,homemaker,194.31
8,F,unemployed,152.14
8,F,farmer,1010.81
8,M,retired,642.49
8,X,service provider,4005.26
8,F,farmer,892.63
8,X,craftsman,4738.87
8,F,retired,512.90
8,F,farmer,1335.45
8,M,child,0.00
8,F,farmer,356.65
8,M,fisher,1320.68
8,M,fisher,2824.59
8,M,farmer,878.41
8,M,civil servant,3161.10
8,X,child,0.00
8,M,fisher,2666.50
8,F,homemaker,184.91
8,M,retired,377.92
8,M,farmer,774.87
8,F,service provider,4934.25
8,X,child,0.00
8,F,child,0.00
8,F,farmer,721.78
8,M,homemaker,89.69
8,M,craftsman,2232.63
8,X,child,0.00
8,F,retired,452.82
8,F,service provider,7825.19
8,F,craftsman,4156.77
8,M,retired,542.51
8,F,unemployed,171.51
8,F,farmer,508.24
8,M,child,0.00
8,X,service provider,6882.02
8,M,unemployed,119.02
8,M,farmer,1060.88
8,F,retired,437.43
8,F,fisher,944.40
8,M,fisher,2263.59
8,M,craftsman,4773.44
8,F,homemaker,118.59
8,M,child,0.00
8,F,civil servant,3455.63
8,F,craftsman,2815.00
8,M,service provider,5930.33
8,F,homemaker,224.19
8,F,craftsman,2742.86
8,F,homemaker,181.82
8,M,homemaker,76.60
8,F,retired,247.31
8,M,farmer,1267.51
8,M,craftsman,4302.84
8,F,service provider,4324.08
8,M,farmer,525.29
8,M,service provider,3310.73
8,F,retired,295.96
8,M,service provider,3942.41
8,M,homemaker,136.59
8,X,unemployed,168.71
8,M,civil servant,4991.11
8,M,farmer,690.77
8,M,service provider,2279.98
8,F,unemployed,93.13
8,F,farmer,1191.19
8,F,homemaker,159.77
8,M,farmer,1165.36
8,M,fisher,1064.68
8,F,unemployed,136.77
8,F,retired,245.67
8,F,farmer,727.74
8,X,service provider,6281.52
8,F,child,0.00
8,F,fisher,2489.78
8,M,service provider,2816.66
8,F,farmer,360.58
8,F,farmer,862.82
8,M,farmer,848.92
8,M,child,0.00
8,M,retired,267.38
8,F,retired,677.67
8,M,civil servant,4484.36
8,F,child,0.00
8,F,service provider,7271.26
8,M,farmer,830.11
8,F,civil servant,6578.59
8,M,fisher,2006.44
8,F,homemaker,75.70
8,F,unemployed,218.79
8,M,craftsman,2058.77
8,M,fisher,2264.38
8,M,farmer,619.19
8,M,retired,224.46
8,F,service provider,5103.77
8,F,retired,230.94
8,M,farmer,1397.15
8,F,homemaker,72.94
8,F,homemaker,206.42
8,M,craftsman,3202.68
8,M,retired,711.63
8,M,unemployed,132.17
8,F,service provider,7164.71
8,F,homemaker,81.57
8,F,homemaker,84.21
8,F,civil servant,5391.89
8,F,retired,262.25
8,M,craftsman,3633.05
8,M,child,0.00
8,M,unemployed,140.70
8,F,homemaker,89.87
8,F,homemaker,144.18
8,F,service provider,4919.72
8,F,homemaker,120.18
8,M,service provider,3166.16
8,M,farmer,368.91
8,M,farmer,1064.05
8,F,civil servant,5205.89
8,F,fisher,1103.16
8,M,civil servant,6852.87
8,F,child,0.00
8,M,homemaker,190.45
8,F,farmer,1073.15
8,F,civil servant,7444.32
8,X,fisher,1618.55
8,F,unemployed,162.08
8,F,fisher,3184.09
8,M,retired,329.04
8,F,farmer,796.94
8,M,child,0.00
8,F,fisher,1920.69
8,F,civil servant,5595.49
8,F,craftsman,6520.53
8,F,homemaker,230.86
8,M,unemployed,116.14
8,F,homemaker,131.22
8,M,homemaker,112.89
8,F,fisher,2787.82
8,F,fisher,1742.24
8,M,farmer,998.80
8,F,fisher,856.34
8,M,farmer,804.52
8,M,retired,514.98
8,F,service provider,3390.63
8,M,farmer,1069.83
8,M,farmer,990.14
8,M,unemployed,213.60
8,M,craftsman,6347.09
8,F,farmer,1326.76
8,X,homemaker,102.53
8,M,homemaker,83.04
8,F,civil servant,6676.25
8,M,civil servant,6583.62
8,X,civil servant,8100.14
8,F,child,0.00
8,F,child,0.00
8,M,farmer,1033.49
8,X,retired,690.68
8,X,fisher,2885.59
8,M,unemployed,115.45
8,M,child,0.00
8,M,farmer,1055.89
8,F,fisher,3225.35
8,M,craftsman,3530.65
8,F,homemaker,172.04
8,F,retired,484.85
8,M,child,0.00
8,F,farmer,1225.71
8,M,unemployed,82.36
8,F,homemaker,103.69
8,M,child,0.00
8,F,craftsman,4136.12
8,F,fisher,2268.21
8,F,civil servant,7385.93
8,F,fisher,896.01
8,F,child,0.00
8,M,farmer,1402.86
8,M,unemployed,151.09
8,F,fisher,1186.35
8,M,retired,232.59
8,M,child,0.00
8,F,unemployed,118.70
8,F,civil servant,2893.35
8,M,service provider,2860.18
8,M,child,0.00
8,M,homemaker,199.65
8,M,retired,546.21
8,M,fisher,2547.15
8,M,civil servant,2150.42
8,M,homemaker,119.54
8,F,farmer,569.79
8,F,craftsman,4594.72
8,F,farmer,973.99
8,F,craftsman,3297.26
8,M,service provider,2682.79
8,F,fisher,3166.91
8,M,civil servant,2273.45
8,M,service provider,3975.96
8,M,unemployed,126.89
8,F,farmer,454.64
8,F,civil servant,5408.55
8,M,fisher,2302.60
8,M,retired,263.11
8,M,service provider,3124.68
8,M,retired,319.22
8,F,civil servant,5762.09
8,F,craftsman,2400.61
8,M,service provider,5112.89
8,M,civil servant,6162.06
8,F,fisher,2942.65
8,F,child,0.00
8,M,craftsman,4466.78
8,F,homemaker,132.74
8,F,retired,577.63
8,F,homemaker,76.31
8,M,fisher,3115.70
8,M,service provider,5421.51
8,M,unemployed,96.82
8,M,craftsman,4885.03
8,M,unemployed,164.35
8,F,homemaker,166.38
8,M,craftsman,5226.51
8,M,farmer,1008.30
8,F,unemployed,225.17
8,M,craftsman,4404.29
8,F,retired,890.48
8,F,unemployed,164.30
8,M,fisher,1357.92
8,F,service provider,4244.01
8,M,service provider,5535.32
8,F,homemaker,185.18
8,F,child,0.00
8,M,unemployed,86.10
8,M,unemployed,188.83
8,M,farmer,350.06
8,F,child,0.00
8,F,farmer,875.33
8,M,retired,243.86
8,M,fisher,2106.00
8,F,retired,224.97
8,M,unemployed,201.74
8,F,craftsman,2283.36
8,F,farmer,1315.45
8,X,craftsman,3643.75
8,F,unemployed,206.78
8,F,unemployed,184.31
8,F,unemployed,94.81
8,F,child,0.00
8,F,child,0.00
8,F,retired,358.78
8,F,service provider,7332.48
8,F,fisher,2764.19
8,F,retired,254.05
8,M,retired,357.28
8,M,unemployed,209.11
8,M,service provider,3734.48
8,F,craftsman,5525.89
8,F,child,0.00
8,F,unemployed,139.45
8,F,homemaker,114.46
8,M,craftsman,4836.09
8,M,farmer,1095.08
8,M,farmer,962.45
8,M,farmer,1277.34
8,F,child,0.00
8,M,civil servant,2687.60
8,M,child,0.00
8,F,retired,482.28
8,F,farmer,858.86
8,M,retired,228.16
8,M,homemaker,82.00
8,F,child,0.00
8,M,homemaker,216.23
8,M,retired,814.63
8,M,homemaker,80.54
8,F,farmer,706.22
8,F,child,0.00
8,F,retired,243.46
8,F,homemaker,85.67
8,F,homemaker,131.29
8,M,child,0.00
8,M,retired,915.14
8,M,child,0.00
8,F,fisher,1845.74
8,F,civil servant,6385.33
8,F,farmer,1219.21
8,M,retired,378.62
8,F,farmer,695.30
8,F,farmer,1199.26
8,F,unemployed,77.08
8,M,craftsman,3227.34
8,M,child,0.00
8,M,craftsman,3730.52
8,M,homemaker,102.30
8,M,retired,253.26
8,F,child,0.00
8,M,farmer,634.82
8,M,homemaker,113.95
8,M,retired,390.47
8,M,civil servant,7755.23
8,M,child,0.00
8,M,child,0.00
8,M,child,0.00
8,F,child,0.00
8,F,child,0.00
8,M,child,0.00
8,F,child,0.00
8,M,child,0.00
8,F,child,0.00
8,M,child,0.00
8,F,child,0.00
8,F,child,0.00
8,M,child,0.00
8,M,child,0.00
8,M,child,0.00
8,F,child,0.00
8,M,child,0.00
8,F,child,0.00
8,F,child,0.00
8,F,child,0.00
8,M,child,0.00
8,X,child,0.00
8,F,child,0.00
8,F,child,0.00
8,F,child,0.00
8,M,child,0.00
8,M,child,0.00
9,F,civil servant,6408.08
9,M,child,0.00
9,M,unemployed,120.17
9,M,farmer,2179.54
9,F,child,0.00
9,F,civil servant,6780.92
9,F,child,0.00
9,M,homemaker,129.31
9,M,child,0.00
9,M,fisher,1974.07
9,M,unemployed,102.11
9,F,fisher,1721.02
9,M,homemaker,197.53
9,M,farmer,1553.46
9,F,craftsman,6158.66
9,F,service provider,8540.11
9,M,craftsman,2735.21
9,F,child,0.00
9,F,child,0.00
9,M,civil servant,5953.71
9,F,unemployed,108.27
9,M,craftsman,5532.90
9,M,homemaker,219.05
9,F,service provider,6827.08
9,M,service provider,7437.77
9,M,craftsman,2415.30
9,F,child,0.00
9,F,fisher,1082.98
9,F,child,0.00
9,F,civil servant,6993.63
9,F,farmer,2196.24
9,X,homemaker,96.87
9,M,fisher,3182.65
9,F,homemaker,204.55
9,F,civil servant,2771.29
9,F,craftsman,5007.61
9,F,farmer,2537.15
9,F,child,0.00
9,F,service provider,8097.58
9,M,retired,383.99
9,M,child,0.00
9,M,child,0.00
9,M,craftsman,3241.14
9,M,craftsman,5579.08
9,M,farmer,1649.17
9,F,unemployed,200.15
9,M,child,0.00
9,M,craftsman,5512.08
9,M,farmer,2351.50
9,M,child,0.00
9,F,homemaker,216.03
9,F,craftsman,6818.30
9,F,homemaker,157.63
9,M,child,0.00
9,M,fisher,3242.78
9,M,civil servant,4315.05
9,X,homemaker,117.67
9,F,farmer,1532.26
9,F,farmer,1867.37
9,F,fisher,1841.59
9,F,service provider,8645.69
9,F,homemaker,216.72
9,M,child,0.00
9,M,retired,249.39
9,M,homemaker,177.99
9,M,unemployed,212.77
9,M,civil servant,7411.63
9,F,homemaker,128.04
9,F,service provider,7667.79
9,M,retired,386.38
9,F,unemployed,85.79
9,M,craftsman,6644.97
9,F,farmer,2062.76
9,M,homemaker,132.56
9,M,fisher,2132.76
9,M,service provider,7722.34
9,F,unemployed,87.27
9,M,farmer,3095.41
9,F,homemaker,231.64
9,F,child,0.00
9,M,retired,1045.41
9,M,farmer,1118.37
9,X,civil servant,5079.04
9,F,fisher,2736.83
9,M,farmer,1608.98
9,M,child,0.00
9,M,unemployed,238.74
9,F,service provider,2932.99
9,F,civil servant,3211.07
9,M,homemaker,217.53
9,M,service provider,4273.45
9,M,retired,241.99
9,X,homemaker,191.03
9,F,farmer,1301.76
9,X,child,0.00
9,F,retired,422.30
9,M,child,0.00
9,F,unemployed,187.41
9,F,civil servant,5428.64
9,F,craftsman,5960.98
9,M,civil servant,6776.99
9,F,craftsman,5316.10
9,M,homemaker,134.07
9,M,homemaker,212.72
9,M,child,0.00
9,F,farmer,1143.50
9,F,civil servant,6753.09
9,M,fisher,1636.99
9,F,unemployed,153.59
9,M,craftsman,4111.65
9,F,unemployed,149.72
9,F,fisher,1977.09
9,M,farmer,2545.97
9,F,farmer,1411.29
9,F,farmer,2384.83
9,M,homemaker,91.97
9,F,farmer,1235.28
9,F,child,0.00
9,F,craftsman,2424.18
9,F,child,0.00
9,M,farmer,2000.87
9,M,homemaker,207.02
9,M,unemployed,97.40
9,F,farmer,1169.59
9,F,farmer,1839.15
9,F,unemployed,190.78
9,M,homemaker,147.18
9,F,fisher,1558.57
9,F,child,0.00
9,M,civil servant,2972.30
9,F,craftsman,2478.51
9,M,homemaker,97.09
9,F,child,0.00
9,F,civil servant,5543.42
9,M,civil servant,3542.98
9,M,retired,403.28
9,F,fisher,2541.30
9,M,farmer,2506.02
9,F,child,0.00
9,M,retired,1166.76
9,M,service provider,5508.85
9,F,retired,543.74
9,F,unemployed,150.12
9,M,fisher,2246.24
9,M,civil servant,4927.49
9,X,homemaker,103.96
9,F,child,0.00
9,F,civil servant,5394.99
9,M,homemaker,225.07
9,M,service provider,4921.85
9,M,child,0.00
9,F,homemaker,173.25
9,M,child,0.00
9,M,farmer,972.15
9,M,fisher,2654.96
9,F,fisher,1605.71
9,F,child,0.00
9,F,service provider,7689.87
9,M,civil servant,6217.45
9,M,homemaker,222.26
9,F,homemaker,98.62
9,M,craftsman,4430.78
9,M,civil servant,5235.82
9,F,craftsman,3958.68
9,F,civil servant,8103.53
9,F,unemployed,98.33
9,F,craftsman,5046.10
9,M,homemaker,165.19
9,M,civil servant,7889.39
9,M,retired,416.52
9,M,homemaker,97.88
9,M,homemaker,92.69
9,F,fisher,2749.51
9,F,service provider,2764.94
9,X,homemaker,102.65
9,M,child,0.00
9,M,child,0.00
9,M,fisher,2231.29
9,F,craftsman,4959.15
9,M,craftsman,2875.66
9,M,farmer,1180.18
9,M,farmer,2552.03
9,M,civil servant,7475.39
9,M,farmer,1832.09
9,M,homemaker,187.17
9,F,retired,258.44
9,M,homemaker,206.33
9,F,unemployed,168.13
9,F,farmer,2320.79
9,X,service provider,4968.02
9,F,farmer,2060.40
9,X,craftsman,5450.39
9,F,retired,551.03
9,F,farmer,2840.11
9,M,child,0.00
9,F,farmer,984.39
9,M,fisher,1613.87
9,M,fisher,3060.09
9,M,farmer,2125.92
9,M,civil servant,3734.84
9,X,child,0.00
9,M,fisher,3032.56
9,F,homemaker,191.99
9,M,retired,391.35
9,M,farmer,1953.41
9,F,service provider,5223.62
9,X,child,0.00
9,F,child,0.00
9,F,farmer,1814.43
9,M,homemaker,94.01
9,M,craftsman,2870.05
9,X,child,0.00
9,F,retired,490.01
9,F,service provider,8571.96
9,F,craftsman,4859.76
9,M,retired,602.69
9,F,unemployed,180.99
9,F,farmer,1270.90
9,M,child,0.00
9,X,service provider,7400.13
9,M,unemployed,130.73
9,M,farmer,2434.41
9,F,retired,495.16
9,F,fisher,1160.23
9,M,fisher,2690.85
9,M,craftsman,5519.37
9,F,homemaker,139.59
9,M,child,0.00
9,F,civil servant,4309.74
9,F,craftsman,3244.01
9,M,service provider,7184.19
9,F,homemaker,231.51
9,F,craftsman,3306.09
9,F,homemaker,181.21
9,M,homemaker,86.75
9,F,retired,257.38
9,M,farmer,2952.17
9,M,craftsman,4595.28
9,F,service provider,5196.32
9,M,farmer,1450.37
9,M,service provider,4023.75
9,F,retired,334.42
9,M,service provider,4706.91
9,M,homemaker,138.36
9,X,unemployed,172.78
9,M,civil servant,6028.72
9,M,farmer,1601.65
9,M,service provider,2866.50
9,F,unemployed,111.08
9,F,farmer,2779.29
9,F,homemaker,175.33
9,M,farmer,2800.74
9,M,fisher,1368.81
9,F,unemployed,149.89
9,F,retired,247.30
9,F,farmer,1663.68
9,X,service provider,6848.28
9,F,child,0.00
9,F,fisher,2766.48
9,M,service provider,3336.79
9,F,farmer,955.34
9,F,farmer,1970.15
9,M,farmer,2079.13
9,M,child,0.00
9,F,retired,744.39
9,M,civil servant,5057.89
9,F,child,0.00
9,F,service provider,8430.82
9,M,farmer,1879.98
9,F,civil servant,7338.01
9,M,fisher,2389.06
9,F,homemaker,87.03
9,F,unemployed,223.24
9,M,craftsman,2666.26
9,M,fisher,2361.91
9,M,farmer,1525.52
9,M,retired,252.68
9,F,service provider,5537.46
9,F,retired,230.54
9,M,retired,522.67
9,F,homemaker,91.38
9,F,homemaker,213.39
9,M,craftsman,3728.55
9,M,retired,774.58
9,M,unemployed,138.85
9,F,service provider,8290.16
9,F,homemaker,94.60
9,F,homemaker,97.88
9,F,civil servant,6002.03
9,F,retired,264.49
9,M,craftsman,4447.07
9,M,fisher,1053.29
9,M,unemployed,142.92
9,F,homemaker,104.49
9,F,homemaker,143.54
9,F,service provider,5883.17
9,F,homemaker,127.42
9,M,service provider,3998.93
9,M,farmer,1094.14
9,M,farmer,2511.23
9,F,civil servant,6113.89
9,F,fisher,1484.08
9,M,civil servant,7765.36
9,F,child,0.00
9,M,homemaker,206.85
9,F,farmer,2463.27
9,F,civil servant,7854.86
9,X,fisher,1993.38
9,F,unemployed,184.98
9,F,fisher,3444.31
9,M,retired,335.71
9,F,farmer,1896.63
9,M,child,0.00
9,F,fisher,2318.30
9,F,civil servant,6329.50
9,F,retired,938.87
9,F,retired,242.69
9,M,unemployed,126.71
9,F,homemaker,141.94
9,M,homemaker,128.80
9,F,fisher,3087.18
9,F,fisher,1930.14
9,M,farmer,2471.47
9,F,fisher,1167.07
9,M,farmer,1915.15
9,M,retired,558.04
9,F,service provider,4148.79
9,M,farmer,2426.16
9,M,farmer,2359.72
9,M,unemployed,219.67
9,M,craftsman,6709.68
9,F,farmer,2828.57
9,X,homemaker,108.06
9,M,homemaker,101.80
9,F,civil servant,7164.09
9,M,civil servant,7636.15
9,X,retired,1122.15
9,F,child,0.00
9,F,child,0.00
9,M,farmer,2215.38
9,X,retired,749.41
9,X,fisher,3292.77
9,M,unemployed,125.36
9,M,child,0.00
9,M,farmer,2397.98
9,F,retired,722.51
9,M,craftsman,3886.36
9,F,homemaker,189.47
9,F,retired,510.74
9,M,child,0.00
9,F,farmer,2740.45
9,M,unemployed,96.14
9,F,homemaker,115.12
9,M,service provider,2567.85
9,F,craftsman,4775.04
9,F,fisher,2542.64
9,F,civil servant,7835.89
9,F,fisher,1246.87
9,F,child,0.00
9,M,retired,510.03
9,M,unemployed,168.53
9,F,fisher,1427.30
9,M,retired,237.56
9,M,farmer,893.86
9,F,unemployed,130.48
9,F,civil servant,3369.50
9,M,service provider,3362.65
9,M,child,0.00
9,M,homemaker,214.56
9,M,retired,579.32
9,M,fisher,2906.81
9,M,civil servant,2803.95
9,M,homemaker,128.01
9,F,farmer,1475.68
9,F,craftsman,4981.75
9,F,farmer,2248.84
9,F,craftsman,3749.82
9,M,service provider,3586.30
9,F,fisher,3406.97
9,M,civil servant,2826.10
9,M,service provider,4616.35
9,M,unemployed,131.05
9,F,farmer,1191.38
9,F,civil servant,5808.78
9,M,fisher,2611.12
9,M,service provider,3723.01
9,M,retired,335.70
9,F,civil servant,6785.31
9,F,craftsman,2757.73
9,M,service provider,6092.70
9,M,civil servant,7118.23
9,F,fisher,3144.96
9,F,child,0.00
9,M,craftsman,4891.61
9,F,homemaker,138.69
9,F,retired,621.24
9,F,homemaker,88.23
9,M,fisher,3513.49
9,M,service provider,6403.72
9,M,unemployed,107.97
9,M,craftsman,5481.29
9,M,unemployed,164.23
9,F,homemaker,187.60
9,M,craftsman,5698.61
9,M,farmer,2412.62
9,F,unemployed,223.50
9,M,craftsman,5171.60
9,F,retired,933.19
9,F,unemployed,174.84
9,M,fisher,1611.73
9,F,service provider,4808.02
9,M,service provider,6316.81
9,F,homemaker,197.46
9,F,child,0.00
9,M,unemployed,93.77
9,M,unemployed,194.03
9,M,farmer,969.05
9,F,child,0.00
9,F,farmer,2041.89
9,M,retired,253.97
9,M,fisher,2493.15
9,F,retired,239.15
9,M,unemployed,221.29
9,F,craftsman,2687.72
9,F,farmer,2897.68
9,X,craftsman,4419.37
9,F,unemployed,226.83
9,F,unemployed,206.52
9,F,unemployed,105.99
9,F,child,0.00
9,F,service provider,2566.30
9,F,service provider,8232.60
9,F,fisher,3258.86
9,F,retired,261.90
9,M,retired,392.25
9,M,unemployed,223.12
9,M,service provider,4422.05
9,F,craftsman,6109.80
9,F,child,0.00
9,F,unemployed,141.56
9,F,homemaker,128.38
9,M,craftsman,5360.71
9,M,farmer,2494.11
9,M,farmer,2088.92
9,M,farmer,2980.60
9,F,child,0.00
9,M,civil servant,3307.31
9,M,child,0.00
9,F,retired,524.41
9,F,farmer,2153.29
9,M,retired,239.11
9,M,homemaker,90.77
9,F,child,0.00
9,M,homemaker,226.86
9,M,retired,862.45
9,M,homemaker,93.15
9,F,farmer,1594.61
9,F,civil servant,2535.94
9,F,retired,254.83
9,F,homemaker,93.47
9,F,homemaker,136.38
9,M,child,0.00
9,M,retired,1068.16
9,M,child,0.00
9,F,fisher,2136.31
9,F,civil servant,7065.13
9,F,farmer,2632.72
9,M,retired,397.52
9,F,farmer,1653.14
